ID,x,y,z,nx,ny,nz,s
70,-0.131809834,-0.50961805,-0.028804762,-0.523831,-0.832607,-0.179906,0.00092105
71,0.131809834,-0.50961805,0.028804762,0.523831,-0.832607,0.179906,0.00092105
72,-0.127293663,-0.508928342,0.042815993,-0.484864,-0.80998,0.329909,0.000654366
73,0.127293663,-0.508928342,-0.042815993,0.484864,-0.80998,-0.329909,0.000654366
74,-0.093971668,-0.508884645,0.077555315,-0.366172,-0.787724,0.495388,0.000599841
75,0.093971668,-0.508884645,-0.077555315,0.366172,-0.787724,-0.495388,0.000599841
76,-0.021530821,-0.507491057,0.10868796,-0.0771718,-0.763555,0.641115,0.000630269
77,0.021530821,-0.507491057,-0.10868796,0.0771718,-0.763555,-0.641115,0.000630269
78,-0.081847567,-0.506900553,0.088457664,-0.312117,-0.779423,0.543216,0.0006092
79,0.081847567,-0.506900553,-0.088457664,0.312117,-0.779423,-0.543216,0.0006092
80,-0.012990723,-0.506134079,-0.110955258,-0.0829014,-0.756949,-0.648194,0.000789108
81,0.012990723,-0.506134079,0.110955258,0.0829014,-0.756949,0.648194,0.000789108
82,-0.063145022,-0.505645143,-0.098670422,-0.238325,-0.786165,-0.570215,0.000901125
83,0.063145022,-0.505645143,0.098670422,0.238325,-0.786165,0.570215,0.000901125
84,-0.122368864,-0.505077078,-0.056673694,-0.451267,-0.790879,-0.413362,0.000932262
85,0.122368864,-0.505077078,0.056673694,0.451267,-0.790879,0.413362,0.000932262
86,-0.087181704,-0.502008822,-0.091525093,-0.330457,-0.760821,-0.558525,0.000916395
87,0.087181704,-0.502008822,0.091525093,0.330457,-0.760821,0.558525,0.000916395
88,-0.150538244,-0.501836395,0.010827827,-0.554512,-0.821912,0.130294,0.000653106
89,0.150538244,-0.501836395,-0.010827827,0.554512,-0.821912,-0.130294,0.000653106
90,-0.055767271,-0.500132202,0.10914749,-0.207673,-0.765805,0.608617,0.00070245
91,0.055767271,-0.500132202,-0.10914749,0.207673,-0.765805,-0.608617,0.00070245
92,-0.01072593,-0.49991962,0.118802223,-0.0648195,-0.757966,0.649065,0.00065066
93,0.01072593,-0.49991962,-0.118802223,0.0648195,-0.757966,-0.649065,0.00065066
94,-0.152256609,-0.49913307,-0.01547816,-0.550941,-0.816618,-0.172044,0.000939655
95,0.152256609,-0.49913307,0.01547816,0.550941,-0.816618,0.172044,0.000939655
96,-0.042921103,-0.495679805,0.118557754,-0.17252,-0.753978,0.633841,0.000629868
97,0.042921103,-0.495679805,-0.118557754,0.17252,-0.753978,-0.633841,0.000629868
98,-0.125231625,-0.494978287,0.074416907,-0.436116,-0.779982,0.448811,0.000535723
99,0.125231625,-0.494978287,-0.074416907,0.436116,-0.779982,-0.448811,0.000535723
100,-0.149866251,-0.494732637,0.042824024,-0.52061,-0.789054,0.326127,0.000652844
101,0.149866251,-0.494732637,-0.042824024,0.52061,-0.789054,-0.326127,0.000652844
102,-0.113499147,-0.494623985,0.085254418,-0.388322,-0.777694,0.494366,0.000537791
103,0.113499147,-0.494623985,-0.085254418,0.388322,-0.777694,-0.494366,0.000537791
104,-0.161775526,-0.492682409,0.021706909,-0.54746,-0.828195,0.119924,0.000657282
105,0.161775526,-0.492682409,-0.021706909,0.54746,-0.828195,-0.119924,0.000657282
106,-0.024764891,-0.492388338,-0.125505619,-0.0827422,-0.757099,-0.648039,0.000898957
107,0.024764891,-0.492388338,0.125505619,0.0827422,-0.757099,0.648039,0.000898957
108,-0.049397509,-0.491845075,-0.120884338,-0.192509,-0.740055,-0.644405,0.000903113
