xp,yp,gpz,vor,up,vp,sp,active,chi
1.55,-0.21,0.00142756,3.56891,-0.351101,0.115941,0.02,1,0
1.49,-0.19,0.00141663,3.54156,-0.447763,0.0921419,0.02,1,0
1.51,-0.19,0.00141363,3.53408,-0.437943,0.0966446,0.02,1,0
1.53,-0.19,0.00141065,3.52663,-0.427835,0.101081,0.02,1,0
1.55,-0.19,0.00140763,3.51908,-0.417442,0.105488,0.02,1,0
1.49,-0.17,0.00137981,3.44953,-0.513283,0.0824492,0.02,1,0
1.51,-0.17,0.0013773,3.44324,-0.503407,0.0866401,0.02,1,0
1.53,-0.17,0.00137461,3.43653,-0.493202,0.0907703,0.02,1,0
1.55,-0.17,0.00137172,3.42929,-0.482672,0.0948736,0.02,1,0
1.73,-0.23,0.00140596,3.51489,-0.182214,0.175022,0.02,1,0
1.75,-0.23,0.00140079,3.50198,-0.169246,0.181314,0.02,1,0
1.77,-0.23,0.00139477,3.48692,-0.155866,0.187776,0.02,1,0
1.79,-0.23,0.00138775,3.46936,-0.142051,0.194384,0.02,1,0
1.73,-0.21,0.00139258,3.48146,-0.246173,0.162035,0.02,1,0
1.75,-0.21,0.00138624,3.46561,-0.232751,0.167913,0.02,1,0
1.77,-0.21,0.00137902,3.44756,-0.218891,0.173939,0.02,1,0
1.79,-0.21,0.00137082,3.42704,-0.204572,0.18009,0.02,1,0
1.73,-0.19,0.00136753,3.41882,-0.309587,0.14859,0.02,1,0
1.75,-0.19,0.0013602,3.4005,-0.295679,0.154029,0.02,1,0
1.77,-0.19,0.00135199,3.37998,-0.281307,0.159592,0.02,1,0
1.79,-0.19,0.00134283,3.35707,-0.266448,0.165261,0.02,1,0
1.73,-0.17,0.0013276,3.31901,-0.37182,0.134664,0.02,1,0
1.75,-0.17,0.00131959,3.29898,-0.357407,0.139633,0.02,1,0
1.77,-0.17,0.00131073,3.27682,-0.342501,0.144707,0.02,1,0
1.79,-0.17,0.00130096,3.25239,-0.327083,0.149869,0.02,1,0
0.3,1.14,-5.41717e-06,-0.00338573,1.24774,0.164915,0.04,1,0
0.34,1.14,-4.75584e-06,-0.0029724,1.25397,0.157215,0.04,1,0
0.38,1.14,-3.16582e-06,-0.00197864,1.26002,0.149451,0.04,1,0
0.42,1.14,-5.92042e-07,-0.000370027,1.26593,0.141603,0.04,1,0
0.3,1.18,-4.27528e-06,-0.00267205,1.24031,0.158606,0.04,1,0
0.34,1.18,-4.94088e-06,-0.00308805,1.24646,0.15113,0.04,1,0
0.38,1.18,-5.28651e-06,-0.00330407,1.2524,0.143544,0.04,1,0
0.42,1.18,-5.19176e-06,-0.00324485,1.25816,0.135833,0.04,1,0
0.3,1.22,-1.84881e-06,-0.00115551,1.23309,0.152388,0.04,1,0
0.34,1.22,-2.45267e-06,-0.00153292,1.23913,0.145147,0.04,1,0
0.38,1.22,-3.00553e-06,-0.00187846,1.24495,0.137764,0.04,1,0
0.42,1.22,-3.53911e-06,-0.00221194,1.25057,0.130227,0.04,1,0
0.3,1.26,-2.85621e-07,-0.000178513,1.22607,0.146294,0.04,1,0
0.34,1.26,-6.397e-07,-0.000399813,1.23197,0.139291,0.04,1,0
0.38,1.26,-1.16014e-06,-0.000725087,1.23764,0.132123,0.04,1,0
0.42,1.26,-1.72974e-06,-0.00108109,1.24311,0.124782,0.04,1,0
2.05,0.49,-0.000917727,-2.29432,0.748036,-0.451031,0.02,1,0
2.07,0.49,-0.000868925,-2.17231,0.754167,-0.453033,0.02,1,0
2.09,0.49,-0.000819672,-2.04918,0.759764,-0.454024,0.02,1,0
2.11,0.49,-0.000770416,-1.92604,0.764838,-0.454018,0.02,1,0
2.05,0.51,-0.000861606,-2.15401,0.790285,-0.45672,0.02,1,0
2.07,0.51,-0.000811934,-2.02983,0.794966,-0.458168,0.02,1,0
2.09,0.51,-0.000762272,-1.90568,0.79909,-0.458619,0.02,1,0
2.11,0.51,-0.000713048,-1.78262,0.802679,-0.458093,0.02,1,0
2.05,0.53,-0.000800545,-2.00136,0.830177,-0.460945,0.02,1,0
2.07,0.53,-0.000750613,-1.87653,0.833365,-0.46182,0.02,1,0
2.09,0.53,-0.000701169,-1.75292,0.835989,-0.461722,0.02,1,0
2.11,0.53,-0.000652602,-1.6315,0.838081,-0.460677,0.02,1,0
2.05,0.55,-0.000735273,-1.83818,0.867501,-0.463667,0.02,1,0
2.07,0.55,-0.000685782,-1.71445,0.869174,-0.463966,0.02,1,0
2.09,0.55,-0.000637248,-1.59312,0.870294,-0.463325,0.02,1,0
2.11,0.55,-0.000590007,-1.47502,0.870902,-0.461777,0.02,1,0
2.13,-0.55,0.000544343,1.36086,0.871044,0.459364,0.02,1,0
2.15,-0.55,0.000500481,1.2512,0.870769,0.456129,0.02,1,0
2.17,-0.55,0.000458598,1.1465,0.870124,0.452124,0.02,1,0
2.19,-0.55,0.000418824,1.04706,0.869159,0.447406,0.02,1,0
2.13,-0.53,0.000605252,1.51313,0.83968,0.458722,0.02,1,0
2.15,-0.53,0.000559411,1.39853,0.840827,0.4559,0.02,1,0
2.17,-0.53,0.000515318,1.28829,0.841565,0.452262,0.02,1,0
2.19,-0.53,0.000473162,1.18291,0.841939,0.447862,0.02,1,0
2.13,-0.51,0.000664647,1.66162,0.805761,0.456621,0.02,1,0
2.15,-0.51,0.000617415,1.54354,0.80837,0.454244,0.02,1,0
2.17,-0.51,0.000571644,1.42911,0.810542,0.451008,0.02,1,0
2.19,-0.51,0.000527578,1.31895,0.812318,0.446967,0.02,1,0
2.13,-0.49,0.000721579,1.80395,0.769407,0.453039,0.02,1,0
2.15,-0.49,0.000673542,1.68385,0.773496,0.451124,0.02,1,0
2.17,-0.49,0.000626644,1.56661,0.777133,0.448315,0.02,1,0
2.19,-0.49,0.000581176,1.45294,0.780351,0.444664,0.02,1,0
3.5,-0.46,-9.73612e-05,-0.0608507,0.875282,0.0682898,0.04,1,0
3.54,-0.46,-9.73122e-05,-0.0608202,0.878465,0.0642081,0.04,1,0
3.58,-0.46,-9.66653e-05,-0.0604158,0.881557,0.0603706,0.04,1,0
3.62,-0.46,-9.54651e-05,-0.0596657,0.884559,0.0567634,0.04,1,0
3.5,-0.42,-9.16739e-05,-0.0572962,0.873486,0.0649216,0.04,1,0
3.54,-0.42,-9.31431e-05,-0.0582144,0.876938,0.0609468,0.04,1,0
3.58,-0.42,-9.38313e-05,-0.0586446,0.880268,0.0572152,0.04,1,0
3.62,-0.42,-9.38143e-05,-0.058634,0.883477,0.0537118,0.04,1,0
3.5,-0.38,-7.46708e-05,-0.0466692,0.871532,0.0612447,0.04,1,0
3.54,-0.38,-7.8352e-05,-0.04897,0.875298,0.0574132,0.04,1,0
3.58,-0.38,-8.10566e-05,-0.0506604,0.878904,0.0538209,0.04,1,0
3.62,-0.38,-8.29029e-05,-0.0518143,0.882355,0.0504517,0.04,1,0
3.5,-0.34,-4.54337e-05,-0.0283961,0.869166,0.057204,0.04,1,0
3.54,-0.34,-5.20924e-05,-0.0325578,0.873306,0.0535582,0.04,1,0
3.58,-0.34,-5.75955e-05,-0.0359972,0.877242,0.0501439,0.04,1,0
3.62,-0.34,-6.21061e-05,-0.0388163,0.880983,0.0469439,0.04,1,0
-0.35,0.25,3.59048e-06,0.00897621,0.000166678,0.000125857,0.02,1,1
-0.33,0.25,-3.98411e-05,-0.0996028,0.000160942,0.000128178,0.02,1,1
-0.31,0.25,0,0,0.000147724,0.000120148,0.02,1,1
-0.29,0.25,0,0,0.000136141,0.000114262,0.02,1,1
-0.35,0.27,0.000129651,0.324128,0.000145345,0.000113189,0.02,1,1
-0.33,0.27,-1.93837e-05,-0.0484593,0.000155448,0.000135663,0.02,1,1
-0.31,0.27,-3.74942e-05,-0.0937356,0.000146864,0.000133565,0.02,1,1
-0.29,0.27,0,0,0.00013369,0.00012551,0.02,1,1
-0.35,0.29,0.000279683,0.699207,0.000111085,8.9565e-05,0.02,1,1
-0.33,0.29,9.53538e-05,0.238384,0.000134983,0.000126764,0.02,1,1
-0.31,0.29,-3.00438e-05,-0.0751096,0.000142641,0.000142763,0.02,1,1
-0.29,0.29,-3.79102e-05,-0.0947754,0.000133247,0.000138558,0.02,1,1
-0.35,0.31,0.000162434,0.406085,0.000103561,0.000102002,0.02,1,1
-0.33,0.31,0.000272443,0.681107,9.62031e-05,0.00010147,0.02,1,1
-0.31,0.31,8.2953e-05,0.207382,0.000121702,0.000135392,0.02,1,1
-0.29,0.31,-3.18563e-05,-0.0796407,0.000129156,0.000147899,0.02,1,1
-0.27,-0.79,-2.39483e-06,-0.00598707,1.13519,-0.402097,0.02,1,0
-0.25,-0.79,-3.09364e-06,-0.00773409,1.14858,-0.400331,0.02,1,0
-0.23,-0.79,-3.93246e-06,-0.00983116,1.16189,-0.397767,0.02,1,0
-0.21,-0.79,-4.7074e-06,-0.0117685,1.17505,-0.394421,0.02,1,0
-0.27,-0.77,-4.12927e-06,-0.0103232,1.13672,-0.415925,0.02,1,0
-0.25,-0.77,-5.00378e-06,-0.0125095,1.15098,-0.414125,0.02,1,0
-0.23,-0.77,-5.83512e-06,-0.0145878,1.16517,-0.411446,0.02,1,0
-0.21,-0.77,-6.54075e-06,-0.0163519,1.17919,-0.407896,0.02,1,0
-0.27,-0.75,-6.32564e-06,-0.0158141,1.13833,-0.430672,0.02,1,0
-0.25,-0.75,-7.22444e-06,-0.0180611,1.15356,-0.428841,0.02,1,0
-0.23,-0.75,-7.85812e-06,-0.0196453,1.16871,-0.426033,0.02,1,0
-0.21,-0.75,-7.91113e-06,-0.0197778,1.18366,-0.422251,0.02,1,0
-0.27,-0.73,-8.53553e-06,-0.0213388,1.14004,-0.446434,0.02,1,0
-0.25,-0.73,-8.9339e-06,-0.0223347,1.15633,-0.44457,0.02,1,0
-0.23,-0.73,-8.39989e-06,-0.0209997,1.17252,-0.441606,0.02,1,0
-0.21,-0.73,-6.16267e-06,-0.0154067,1.18845,-0.437532,0.02,1,0
2.13,0.49,-0.000721579,-1.80395,0.769407,-0.453039,0.02,1,0
2.15,0.49,-0.000673542,-1.68385,0.773496,-0.451124,0.02,1,0
2.17,0.49,-0.000626644,-1.56661,0.777133,-0.448315,0.02,1,0
2.19,0.49,-0.000581176,-1.45294,0.780351,-0.444664,0.02,1,0
2.13,0.51,-0.000664647,-1.66162,0.805761,-0.456621,0.02,1,0
2.15,0.51,-0.000617415,-1.54354,0.80837,-0.454244,0.02,1,0
2.17,0.51,-0.000571644,-1.42911,0.810542,-0.451008,0.02,1,0
2.19,0.51,-0.000527578,-1.31895,0.812318,-0.446967,0.02,1,0
2.13,0.53,-0.000605252,-1.51313,0.83968,-0.458722,0.02,1,0
2.15,0.53,-0.000559411,-1.39853,0.840827,-0.4559,0.02,1,0
2.17,0.53,-0.000515318,-1.28829,0.841565,-0.452262,0.02,1,0
2.19,0.53,-0.000473162,-1.18291,0.841939,-0.447862,0.02,1,0
2.13,0.55,-0.000544343,-1.36086,0.871044,-0.459364,0.02,1,0
2.15,0.55,-0.000500481,-1.2512,0.870769,-0.456129,0.02,1,0
2.17,0.55,-0.000458598,-1.1465,0.870124,-0.452124,0.02,1,0
2.19,0.55,-0.000418824,-1.04706,0.869159,-0.447406,0.02,1,0
2.21,-0.55,0.000381247,0.953118,0.867927,0.442033,0.02,1,0
2.23,-0.55,0.000345917,0.864792,0.866469,0.436062,0.02,1,0
2.25,-0.55,0.000312848,0.78212,0.864829,0.429556,0.02,1,0
2.27,-0.55,0.000282027,0.705066,0.863051,0.42258,0.02,1,0
2.21,-0.53,0.000433085,1.08271,0.841998,0.442759,0.02,1,0
2.23,-0.53,0.000395183,0.987957,0.841783,0.437015,0.02,1,0
2.25,-0.53,0.000359511,0.898777,0.841338,0.430695,0.02,1,0
2.27,-0.53,0.000326089,0.815221,0.840705,0.423861,0.02,1,0
2.21,-0.51,0.000485412,1.21353,0.813737,0.44218,0.02,1,0
2.23,-0.51,0.00044529,1.11322,0.814842,0.436709,0.02,1,0
2.25,-0.51,0.00040731,1.01828,0.815673,0.43062,0.02,1,0
2.27,-0.51,0.000371533,0.928832,0.816269,0.423978,0.02,1,0
2.21,-0.49,0.00053738,1.34345,0.783184,0.44023,0.02,1,0
2.23,-0.49,0.000495445,1.23861,0.785668,0.435072,0.02,1,0
2.25,-0.49,0.000455517,1.13879,0.787841,0.429257,0.02,1,0
2.27,-0.49,0.000417692,1.04423,0.789739,0.422851,0.02,1,0
-0.43,0.09,4.15351e-05,0.103838,0.000224971,4.18941e-05,0.02,1,1
-0.41,0.09,-1.75077e-05,-0.0437692,0.000216212,5.27128e-05,0.02,1,1
-0.39,0.09,-8.68236e-06,-0.0217059,0.000204292,4.9478e-05,0.02,1,1
-0.37,0.09,0,0,0.000193272,4.6386e-05,0.02,1,1
-0.43,0.11,7.92722e-05,0.198181,0.00022086,4.45672e-05,0.02,1,1
-0.41,0.11,-1.43673e-05,-0.0359183,0.000215456,6.32172e-05,0.02,1,1
-0.39,0.11,-1.67172e-05,-0.041793,0.000204005,6.14234e-05,0.02,1,1
-0.37,0.11,0,0,0.000192583,5.69964e-05,0.02,1,1
-0.43,0.13,0.000129575,0.323938,0.000214001,4.2997e-05,0.02,1,1
-0.41,0.13,2.60792e-06,0.00651981,0.000213444,7.08459e-05,0.02,1,1
-0.39,0.13,-2.34748e-05,-0.058687,0.000203572,7.35815e-05,0.02,1,1
-0.37,0.13,0,0,0.00019158,6.81025e-05,0.02,1,1
-0.43,0.15,0.000176117,0.440294,0.000204467,3.95158e-05,0.02,1,1
-0.41,0.15,4.36161e-05,0.10904,0.000208702,7.33691e-05,0.02,1,1
-0.39,0.15,-2.94507e-05,-0.0736266,0.000202632,8.52004e-05,0.02,1,1
-0.37,0.15,0,0,0.000190559,7.97884e-05,0.02,1,1
1.89,0.25,-0.00134716,-3.3679,-0.00588432,-0.244516,0.02,1,0
1.91,0.25,-0.00133239,-3.33099,0.0101897,-0.251653,0.02,1,0
1.93,0.25,-0.00131575,-3.28937,0.0267121,-0.258608,0.02,1,0
1.95,0.25,-0.00129718,-3.24294,0.0436661,-0.265318,0.02,1,0
1.89,0.27,-0.00135467,-3.38667,0.0542233,-0.260083,0.02,1,0
1.91,0.27,-0.00134058,-3.35145,0.0697316,-0.267659,0.02,1,0
1.93,0.27,-0.00132441,-3.31104,0.0856556,-0.275039,0.02,1,0
1.95,0.27,-0.00130611,-3.26527,0.101976,-0.282152,0.02,1,0
1.89,0.29,-0.00135732,-3.3933,0.114155,-0.275123,0.02,1,0
1.91,0.29,-0.00134381,-3.35953,0.129142,-0.283105,0.02,1,0
1.93,0.29,-0.00132802,-3.32005,0.144508,-0.290873,0.02,1,0
1.95,0.29,-0.00130987,-3.27468,0.160231,-0.298351,0.02,1,0
1.89,0.31,-0.00135629,-3.39072,0.17373,-0.28968,0.02,1,0
1.91,0.31,-0.00134316,-3.35789,0.188237,-0.298032,0.02,1,0
1.93,0.31,-0.00132754,-3.31884,0.203081,-0.306147,0.02,1,0
1.95,0.31,-0.00130934,-3.27334,0.218236,-0.313946,0.02,1,0
1.26,-1.1,-0.000127682,-0.0798011,1.34092,0.107705,0.04,1,0
1.3,-1.1,-0.000125495,-0.0784341,1.3352,0.122928,0.04,1,0
1.34,-1.1,-0.000122751,-0.0767196,1.32838,0.137774,0.04,1,0
1.38,-1.1,-0.000119439,-0.0746492,1.32051,0.15214,0.04,1,0
1.26,-1.06,-0.000146562,-0.0916009,1.36031,0.11302,0.04,1,0
1.3,-1.06,-0.000146038,-0.0912738,1.35422,0.129421,0.04,1,0
1.34,-1.06,-0.000145462,-0.0909136,1.3469,0.145404,0.04,1,0
1.38,-1.06,-0.000144658,-0.0904114,1.33842,0.160851,0.04,1,0
1.26,-1.02,-7.72662e-05,-0.0482914,1.38034,0.11862,0.04,1,0
1.3,-1.02,-8.39507e-05,-0.0524692,1.37395,0.136322,0.04,1,0
1.34,-1.02,-9.17938e-05,-0.0573711,1.36622,0.153561,0.04,1,0
1.38,-1.02,-0.000100269,-0.0626681,1.35721,0.170205,0.04,1,0
1.26,-0.98,0.000160445,0.100278,1.39789,0.124356,0.04,1,0
1.3,-0.98,0.000136516,0.0853226,1.39147,0.143464,0.04,1,0
1.34,-0.98,0.000109359,0.0683493,1.38362,0.162067,0.04,1,0
1.38,-0.98,8.00902e-05,0.0500564,1.37439,0.180018,0.04,1,0
0.78,-1.1,-0.000101464,-0.0634153,1.32865,-0.0646698,0.04,1,0
0.82,-1.1,-0.000108309,-0.0676934,1.33398,-0.0529572,0.04,1,0
0.86,-1.1,-0.000114229,-0.071393,1.33885,-0.0405931,0.04,1,0
0.9,-1.1,-0.000119199,-0.0744991,1.34316,-0.0275874,0.04,1,0
0.78,-1.06,-0.000150847,-0.0942796,1.34336,-0.070613,0.04,1,0
0.82,-1.06,-0.000153883,-0.0961766,1.34953,-0.0584899,0.04,1,0
0.86,-1.06,-0.000155586,-0.0972415,1.35521,-0.0455916,0.04,1,0
0.9,-1.06,-0.000156154,-0.0975965,1.36027,-0.031928,0.04,1,0
0.78,-1.02,-0.000140199,-0.0876241,1.35892,-0.0773761,0.04,1,0
0.82,-1.02,-0.000130687,-0.0816796,1.36585,-0.0648263,0.04,1,0
0.86,-1.02,-0.000120177,-0.0751107,1.37227,-0.051357,0.04,1,0
0.9,-1.02,-0.000109289,-0.0683056,1.37803,-0.0369783,0.04,1,0
0.78,-0.98,2.71753e-05,0.0169845,1.37261,-0.0847747,0.04,1,0
0.82,-0.98,6.09175e-05,0.0380734,1.37999,-0.071794,0.04,1,0
0.86,-0.98,9.36498e-05,0.0585311,1.38686,-0.0577327,0.04,1,0
0.9,-0.98,0.000124104,0.0775653,1.39307,-0.042603,0.04,1,0
1.97,-0.79,0.000104876,0.262189,1.13407,0.405965,0.02,1,0
1.99,-0.79,8.89577e-05,0.222394,1.12432,0.405098,0.02,1,0
2.01,-0.79,7.42226e-05,0.185557,1.11461,0.403615,0.02,1,0
2.03,-0.79,6.10917e-05,0.152729,1.10486,0.40179,0.02,1,0
1.97,-0.77,0.000149216,0.373041,1.12702,0.415501,0.02,1,0
1.99,-0.77,0.000129316,0.32329,1.1177,0.414624,0.02,1,0
2.01,-0.77,0.000111075,0.277689,1.10831,0.41323,0.02,1,0
2.03,-0.77,9.43924e-05,0.235981,1.09887,0.411352,0.02,1,0
1.97,-0.75,0.000201006,0.502515,1.11771,0.42449,0.02,1,0
1.99,-0.75,0.000176919,0.442297,1.10895,0.423739,0.02,1,0
2.01,-0.75,0.000154656,0.386639,1.10005,0.422433,0.02,1,0
2.03,-0.75,0.000134186,0.335466,1.09105,0.420597,0.02,1,0
1.97,-0.73,0.000260161,0.650401,1.10582,0.432804,0.02,1,0
1.99,-0.73,0.000231652,0.57913,1.09778,0.432251,0.02,1,0
2.01,-0.73,0.00020512,0.512801,1.08953,0.431096,0.02,1,0
2.03,-0.73,0.000180558,0.451396,1.08112,0.429364,0.02,1,0
1.73,0.09,-0.000947138,-2.36784,-0.590186,-0.0741907,0.02,1,0
1.75,0.09,-0.000940846,-2.35211,-0.573927,-0.077001,0.02,1,0
1.77,0.09,-0.000933995,-2.33499,-0.557071,-0.0798536,0.02,1,0
1.79,0.09,-0.000926569,-2.31642,-0.539608,-0.08274,0.02,1,0
1.73,0.11,-0.00108258,-2.70644,-0.542515,-0.08997,0.02,1,0
1.75,0.11,-0.0010752,-2.688,-0.52665,-0.0933595,0.02,1,0
1.77,0.11,-0.00106717,-2.66793,-0.51021,-0.0968038,0.02,1,0
1.79,0.11,-0.00105847,-2.64617,-0.493184,-0.100293,0.02,1,0
1.73,0.13,-0.00118889,-2.97221,-0.489361,-0.105337,0.02,1,0
1.75,0.13,-0.00118082,-2.95206,-0.473948,-0.109281,0.02,1,0
1.77,0.13,-0.00117202,-2.93006,-0.457986,-0.113294,0.02,1,0
1.79,0.13,-0.00116246,-2.90614,-0.441461,-0.117364,0.02,1,0
1.73,0.15,-0.00126931,-3.17326,-0.432072,-0.120244,0.02,1,0
1.75,0.15,-0.00126103,-3.15257,-0.417151,-0.124715,0.02,1,0
1.77,0.15,-0.00125195,-3.12987,-0.401708,-0.129272,0.02,1,0
1.79,0.15,-0.00124202,-3.10506,-0.385726,-0.1339,0.02,1,0
1.17,0.65,-0.00112441,-2.81103,0.855359,-0.0307954,0.02,1,0
1.19,0.65,-0.00114193,-2.85484,0.86084,-0.0447016,0.02,1,0
1.21,0.65,-0.00115936,-2.8984,0.866038,-0.0585598,0.02,1,0
1.23,0.65,-0.00117664,-2.94159,0.871019,-0.0723371,0.02,1,0
1.17,0.67,-0.00119989,-2.99973,0.899711,-0.036857,0.02,1,0
1.19,0.67,-0.00121455,-3.03637,0.905997,-0.0504611,0.02,1,0
1.21,0.67,-0.0012292,-3.07299,0.912032,-0.0640788,0.02,1,0
1.23,0.67,-0.00124369,-3.10923,0.917868,-0.0776791,0.02,1,0
1.17,0.69,-0.00129104,-3.2276,0.948545,-0.0435796,0.02,1,0
1.19,0.69,-0.0013001,-3.25024,0.955369,-0.0569205,0.02,1,0
1.21,0.69,-0.00130919,-3.27297,0.961974,-0.0703233,0.02,1,0
1.23,0.69,-0.00131809,-3.29522,0.968399,-0.0837588,0.02,1,0
1.17,0.71,-0.00137688,-3.4422,1.00207,-0.0506396,0.02,1,0
1.19,0.71,-0.00137862,-3.44656,1.00907,-0.0637583,0.02,1,0
1.21,0.71,-0.00138035,-3.45088,1.01588,-0.0769726,0.02,1,0
1.23,0.71,-0.00138182,-3.45455,1.02252,-0.0902539,0.02,1,0
-0.51,0.01,-0.000168658,-0.421645,0.0276239,0.00594824,0.02,1,0.00351587
-0.49,0.01,-7.38394e-05,-0.184598,0.00718883,0.000691995,0.02,1,0.0277474
-0.47,0.01,6.72595e-07,0.00168149,0.000317812,5.25587e-06,0.02,1,0.764778
-0.45,0.01,1.08982e-05,0.0272455,0.000238222,3.07643e-06,0.02,1,1
-0.51,0.03,-0.000512835,-1.28209,0.0295495,0.0187888,0.02,1,0.00322192
-0.49,0.03,-0.000233565,-0.583911,0.00780462,0.00234207,0.02,1,0.0254036
-0.47,0.03,-3.22006e-06,-0.00805016,0.000400591,2.1737e-05,0.02,1,0.603297
-0.45,0.03,3.36835e-05,0.0842089,0.000237337,8.87651e-06,0.02,1,1
-0.51,0.05,-0.000875464,-2.18866,0.0337197,0.0345266,0.02,1,0.00269488
-0.49,0.05,-0.00042968,-1.0742,0.00919442,0.00491687,0.02,1,0.0213285
-0.47,0.05,-2.45822e-05,-0.0614556,0.000608758,6.56322e-05,0.02,1,0.392588
-0.45,0.05,5.89119e-05,0.14728,0.000235421,1.37091e-05,0.02,1,1
-0.51,0.07,-0.00126185,-3.15462,0.0407925,0.0552435,0.02,1,0.00203407
-0.49,0.07,-0.000686623,-1.71656,0.0116802,0.00944445,0.02,1,0.0165931
-0.47,0.07,-8.09269e-05,-0.202317,0.00103251,0.000200841,0.02,1,0.228012
-0.45,0.07,8.58516e-05,0.214629,0.00023226,1.73934e-05,0.02,1,1
1.81,0.17,-0.00129022,-3.22555,-0.311133,-0.155096,0.02,1,0
1.83,0.17,-0.00127847,-3.19618,-0.294645,-0.160367,0.02,1,0
1.85,0.17,-0.00126567,-3.16417,-0.277607,-0.165651,0.02,1,0
1.87,0.17,-0.00125177,-3.12942,-0.260012,-0.170914,0.02,1,0
1.81,0.19,-0.00133263,-3.33157,-0.251085,-0.171011,0.02,1,0
1.83,0.19,-0.00132133,-3.30332,-0.235206,-0.176818,0.02,1,0
1.85,0.19,-0.00130886,-3.27216,-0.218799,-0.182645,0.02,1,0
1.87,0.19,-0.00129518,-3.23795,-0.201857,-0.188455,0.02,1,0
1.81,0.21,-0.00136152,-3.40381,-0.189773,-0.186338,0.02,1,0
1.83,0.21,-0.00135105,-3.37761,-0.174483,-0.192657,0.02,1,0
1.85,0.21,-0.0013393,-3.34825,-0.158687,-0.199005,0.02,1,0
1.87,0.21,-0.00132621,-3.31552,-0.14238,-0.205341,0.02,1,0
1.81,0.23,-0.0013796,-3.44899,-0.127782,-0.201106,0.02,1,0
1.83,0.23,-0.00137019,-3.42548,-0.113044,-0.207912,0.02,1,0
1.85,0.23,-0.00135942,-3.39856,-0.0978249,-0.214758,0.02,1,0
1.87,0.23,-0.00134718,-3.36796,-0.0821177,-0.221596,0.02,1,0
0.69,-0.95,4.75209e-05,0.118802,1.36207,-0.116212,0.02,1,0
0.71,-0.95,5.52606e-05,0.138152,1.36602,-0.110986,0.02,1,0
0.73,-0.95,6.30615e-05,0.157654,1.36994,-0.105476,0.02,1,0
0.75,-0.95,7.08575e-05,0.177144,1.37387,-0.099709,0.02,1,0
0.69,-0.93,0.000115186,0.287966,1.36313,-0.120059,0.02,1,0
0.71,-0.93,0.000126242,0.315606,1.36685,-0.114827,0.02,1,0
0.73,-0.93,0.000137379,0.343448,1.37058,-0.109321,0.02,1,0
0.75,-0.93,0.000148231,0.370578,1.37431,-0.103527,0.02,1,0
0.69,-0.91,0.000209178,0.522946,1.36011,-0.123589,0.02,1,0
0.71,-0.91,0.000224205,0.560512,1.36345,-0.118387,0.02,1,0
0.73,-0.91,0.000238978,0.597446,1.36683,-0.112898,0.02,1,0
0.75,-0.91,0.000253409,0.633522,1.37023,-0.107103,0.02,1,0
0.69,-0.89,0.000337775,0.844438,1.35148,-0.126629,0.02,1,0
0.71,-0.89,0.000356763,0.891909,1.35425,-0.121491,0.02,1,0
0.73,-0.89,0.000375237,0.938092,1.3571,-0.116051,0.02,1,0
0.75,-0.89,0.000393094,0.982734,1.36002,-0.11029,0.02,1,0
0.61,0.09,-0.000189766,-0.474415,-0.210401,0.206077,0.02,1,0
0.63,0.09,-0.000282207,-0.705519,-0.251031,0.199968,0.02,1,0
0.65,0.09,-0.000340348,-0.850869,-0.290608,0.192811,0.02,1,0
0.67,0.09,-0.000385844,-0.96461,-0.328954,0.185519,0.02,1,0
0.61,0.11,-0.000232196,-0.580491,-0.205394,0.245559,0.02,1,0
0.63,0.11,-0.000340391,-0.850978,-0.242971,0.238697,0.02,1,0
0.65,0.11,-0.000409581,-1.02395,-0.279783,0.230504,0.02,1,0
0.67,0.11,-0.00046382,-1.15955,-0.31561,0.222044,0.02,1,0
0.61,0.13,-0.000273822,-0.684556,-0.198691,0.281651,0.02,1,0
0.63,0.13,-0.000395687,-0.989216,-0.23287,0.274344,0.02,1,0
0.65,0.13,-0.000475058,-1.18764,-0.26659,0.265397,0.02,1,0
0.67,0.13,-0.00053738,-1.34345,-0.299588,0.256001,0.02,1,0
0.61,0.15,-0.000313871,-0.784678,-0.190031,0.314057,0.02,1,0
0.63,0.15,-0.000447455,-1.11864,-0.220576,0.306626,0.02,1,0
0.65,0.15,-0.000536163,-1.34041,-0.250968,0.297213,0.02,1,0
0.67,0.15,-0.000605912,-1.51478,-0.280907,0.287124,0.02,1,0
3.5,0.34,4.54337e-05,0.0283961,0.869166,-0.057204,0.04,1,0
3.54,0.34,5.20924e-05,0.0325578,0.873306,-0.0535582,0.04,1,0
3.58,0.34,5.75955e-05,0.0359972,0.877242,-0.0501439,0.04,1,0
3.62,0.34,6.21061e-05,0.0388163,0.880983,-0.0469439,0.04,1,0
3.5,0.38,7.46708e-05,0.0466692,0.871532,-0.0612447,0.04,1,0
3.54,0.38,7.8352e-05,0.04897,0.875298,-0.0574132,0.04,1,0
3.58,0.38,8.10566e-05,0.0506604,0.878904,-0.0538209,0.04,1,0
3.62,0.38,8.29029e-05,0.0518143,0.882355,-0.0504517,0.04,1,0
3.5,0.42,9.16739e-05,0.0572962,0.873486,-0.0649216,0.04,1,0
3.54,0.42,9.31431e-05,0.0582144,0.876938,-0.0609468,0.04,1,0
3.58,0.42,9.38313e-05,0.0586446,0.880268,-0.0572152,0.04,1,0
