xp,yp,gpz,vor,up,vp,sp,active,chi
1.07,0.89,-0.000526611,-1.31653,1.40019,-0.0280647,0.02,1,0
1.01,0.91,-0.000372547,-0.931367,1.40768,0.00181214,0.02,1,0
1.03,0.91,-0.000374319,-0.935797,1.40937,-0.00833102,0.02,1,0
1.05,0.91,-0.000374881,-0.937203,1.4108,-0.0186796,0.02,1,0
1.07,0.91,-0.000374243,-0.935607,1.41196,-0.0292104,0.02,1,0
1.01,0.93,-0.000245558,-0.613894,1.41322,5.59226e-05,0.02,1,0
1.03,0.93,-0.000247658,-0.619146,1.41479,-0.00982542,0.02,1,0
1.05,0.93,-0.000248832,-0.62208,1.41608,-0.0198912,0.02,1,0
1.07,0.93,-0.000249074,-0.622685,1.41706,-0.0301342,0.02,1,0
1.01,0.95,-0.000146255,-0.365638,1.41338,-0.00157326,0.02,1,0
1.03,0.95,-0.000148261,-0.370652,1.41486,-0.0112467,0.02,1,0
1.05,0.95,-0.000149817,-0.374543,1.41603,-0.0209244,0.02,1,0
1.07,0.95,-0.000150458,-0.376145,1.4169,-0.0309398,0.02,1,0
1.09,-0.15,0.00128966,3.22415,-0.654621,-0.054857,0.02,1,0
1.11,-0.15,0.00129796,3.24491,-0.658783,-0.0453122,0.02,1,0
1.13,-0.15,0.00130503,3.26257,-0.661834,-0.0360965,0.02,1,0
1.15,-0.15,0.00131098,3.27744,-0.663813,-0.0272234,0.02,1,0
1.09,-0.13,0.00118288,2.95719,-0.70731,-0.0497416,0.02,1,0
1.11,-0.13,0.00119252,2.98129,-0.712224,-0.0413501,0.02,1,0
1.13,-0.13,0.00120102,3.00255,-0.715982,-0.0332487,0.02,1,0
1.15,-0.13,0.00120848,3.02119,-0.718624,-0.0254484,0.02,1,0
1.09,-0.11,0.00105519,2.63797,-0.755335,-0.043842,0.02,1,0
1.11,-0.11,0.0010655,2.66376,-0.761012,-0.0366501,0.02,1,0
1.13,-0.11,0.00107479,2.68697,-0.765489,-0.0297066,0.02,1,0
1.15,-0.11,0.00108312,2.7078,-0.76881,-0.0230203,0.02,1,0
1.09,-0.09,0.000905032,2.26258,-0.797656,-0.0371683,0.02,1,0
1.11,-0.09,0.0009152,2.288,-0.804068,-0.0312186,0.02,1,0
1.13,-0.09,0.000924472,2.31118,-0.80924,-0.0254736,0.02,1,0
1.15,-0.09,0.000932901,2.33225,-0.813218,-0.0199403,0.02,1,0
0.53,-0.63,0.00175643,4.39109,0.410931,-0.0896262,0.02,1,0
0.55,-0.63,0.00164679,4.11699,0.41176,-0.0982374,0.02,1,0
0.57,-0.63,0.00153424,3.8356,0.415419,-0.107573,0.02,1,0
0.59,-0.63,0.00142152,3.5538,0.42194,-0.117358,0.02,1,0
0.53,-0.61,0.00141767,3.54418,0.321991,-0.0913733,0.02,1,0
0.55,-0.61,0.00129357,3.23393,0.327744,-0.102972,0.02,1,0
0.57,-0.61,0.00117135,2.92836,0.33667,-0.115332,0.02,1,0
0.59,-0.61,0.00105491,2.63727,0.34868,-0.128047,0.02,1,0
0.53,-0.59,0.00103695,2.59238,0.247891,-0.0980952,0.02,1,0
0.55,-0.59,0.000910481,2.2762,0.258941,-0.113017,0.02,1,0
0.57,-0.59,0.000793017,1.98254,0.273352,-0.128605,0.02,1,0
0.59,-0.59,0.000688923,1.72231,0.290871,-0.144299,0.02,1,0
0.53,-0.57,0.000654941,1.63735,0.189381,-0.109982,0.02,1,0
0.55,-0.57,0.000541066,1.35267,0.205563,-0.128397,0.02,1,0
0.57,-0.57,0.000444441,1.1111,0.225085,-0.147212,0.02,1,0
0.59,-0.57,0.000368786,0.921964,0.247504,-0.1657,0.02,1,0
0.45,0.41,0.000722453,1.80613,-0.0273031,0.114815,0.02,1,0
0.47,0.41,0.000757631,1.89408,-0.0207519,0.155319,0.02,1,0
0.49,0.41,0.000739628,1.84907,-0.0102877,0.199222,0.02,1,0
0.51,0.41,0.000662705,1.65676,0.00382446,0.243621,0.02,1,0
0.45,0.43,0.00062221,1.55553,-0.0246909,0.108765,0.02,1,0
0.47,0.43,0.000664478,1.6612,-0.0154141,0.145415,0.02,1,0
0.49,0.43,0.000662062,1.65516,-0.00228563,0.185493,0.02,1,0
0.51,0.43,0.000608519,1.5213,0.014435,0.226563,0.02,1,0
0.45,0.45,0.000497564,1.24391,-0.0202054,0.100296,0.02,1,0
0.47,0.45,0.000552718,1.3818,-0.00887892,0.133119,0.02,1,0
0.49,0.45,0.000570415,1.42604,0.0062829,0.169415,0.02,1,0
0.51,0.45,0.000543564,1.35891,0.0250473,0.207152,0.02,1,0
0.45,0.47,0.000336778,0.841944,-0.0123289,0.0902144,0.02,1,0
0.47,0.47,0.000409376,1.02344,0.000132432,0.119213,0.02,1,0
0.49,0.47,0.000451365,1.12841,0.0164511,0.151708,0.02,1,0
0.51,0.47,0.000454957,1.13739,0.0364472,0.186038,0.02,1,0
0.93,0.89,-0.000510223,-1.27556,1.38614,0.0425124,0.02,1,0
0.95,0.89,-0.00051697,-1.29243,1.38867,0.033245,0.02,1,0
0.97,0.89,-0.000522269,-1.30567,1.39105,0.0236717,0.02,1,0
0.99,0.89,-0.000526098,-1.31524,1.39327,0.0138114,0.02,1,0
0.93,0.91,-0.0003536,-0.883999,1.39869,0.039892,0.02,1,0
0.95,0.91,-0.000360069,-0.900172,1.40124,0.0307855,0.02,1,0
0.97,0.91,-0.000365403,-0.913508,1.4036,0.021391,0.02,1,0
0.99,0.91,-0.000369572,-0.923929,1.40576,0.0117264,0.02,1,0
0.93,0.93,-0.000228148,-0.570369,1.40436,0.0372305,0.02,1,0
0.95,0.93,-0.000233792,-0.584481,1.40693,0.0283221,0.02,1,0
0.97,0.93,-0.000238609,-0.596522,1.40927,0.019149,0.02,1,0
0.99,0.93,-0.000242527,-0.606316,1.41137,0.00971605,0.02,1,0
0.93,0.95,-0.000131331,-0.328328,1.40468,0.0345846,0.02,1,0
0.95,0.95,-0.000135874,-0.339685,1.40724,0.0258373,0.02,1,0
0.97,0.95,-0.000140026,-0.350065,1.40955,0.016979,0.02,1,0
0.99,0.95,-0.000143352,-0.358381,1.41161,0.00773186,0.02,1,0
1.01,-0.15,0.00124155,3.10388,-0.626193,-0.0959834,0.02,1,0
1.03,-0.15,0.00125607,3.14018,-0.635127,-0.0852994,0.02,1,0
1.05,-0.15,0.00126884,3.1721,-0.642824,-0.0748694,0.02,1,0
1.07,-0.15,0.00127999,3.19998,-0.649312,-0.0647153,0.02,1,0
1.01,-0.13,0.0011309,2.82725,-0.675339,-0.0859211,0.02,1,0
1.03,-0.13,0.00114611,2.86529,-0.685246,-0.0765178,0.02,1,0
1.05,-0.13,0.00115978,2.89944,-0.693856,-0.0673413,0.02,1,0
1.07,-0.13,0.001172,2.92999,-0.7012,-0.0584103,0.02,1,0
1.01,-0.11,0.00100211,2.50527,-0.719824,-0.0748567,0.02,1,0
1.03,-0.11,0.00101731,2.54328,-0.730695,-0.0667938,0.02,1,0
1.05,-0.11,0.00103117,2.57793,-0.740214,-0.058927,0.02,1,0
1.07,-0.11,0.00104377,2.60943,-0.748415,-0.0512717,0.02,1,0
1.01,-0.09,0.000854289,2.13572,-0.758777,-0.0628253,0.02,1,0
1.03,-0.09,0.000868599,2.1715,-0.770558,-0.0561548,0.02,1,0
1.05,-0.09,0.000881788,2.20447,-0.780941,-0.049647,0.02,1,0
1.07,-0.09,0.000893913,2.23478,-0.78996,-0.0433144,0.02,1,0
0.53,-0.71,0.00217556,5.43891,0.846065,-0.11652,0.02,1,0
0.55,-0.71,0.0021583,5.39574,0.836545,-0.117172,0.02,1,0
0.57,-0.71,0.00213718,5.34294,0.828369,-0.118135,0.02,1,0
0.59,-0.71,0.002112,5.27999,0.821613,-0.119313,0.02,1,0
0.53,-0.69,0.002232,5.58,0.734724,-0.106704,0.02,1,0
0.55,-0.69,0.00219276,5.48191,0.726219,-0.108806,0.02,1,0
0.57,-0.69,0.00214888,5.37219,0.719365,-0.11131,0.02,1,0
0.59,-0.69,0.00210025,5.25063,0.714257,-0.114101,0.02,1,0
0.53,-0.67,0.00218034,5.45084,0.621716,-0.0982592,0.02,1,0
0.55,-0.67,0.00211703,5.29257,0.615265,-0.102133,0.02,1,0
0.57,-0.67,0.00204837,5.12093,0.610831,-0.106521,0.02,1,0
0.59,-0.67,0.0019748,4.93701,0.608514,-0.111279,0.02,1,0
0.53,-0.65,0.00201843,5.04607,0.512165,-0.0922228,0.02,1,0
0.55,-0.65,0.00193059,4.82648,0.508844,-0.0982485,0.02,1,0
0.57,-0.65,0.00183765,4.59412,0.507954,-0.104912,0.02,1,0
0.59,-0.65,0.00174103,4.35258,0.509573,-0.112011,0.02,1,0
0.45,0.33,0.00107536,2.6884,-0.0305664,0.10658,0.02,1,0
0.47,0.33,0.00113986,2.84966,-0.0379104,0.16269,0.02,1,0
0.49,0.33,0.00108726,2.71815,-0.0410705,0.223131,0.02,1,0
0.51,0.33,0.000923448,2.30862,-0.0399517,0.281884,0.02,1,0
0.45,0.35,0.000979558,2.44889,-0.0308515,0.113875,0.02,1,0
0.47,0.35,0.00102793,2.56982,-0.0344986,0.166175,0.02,1,0
0.49,0.35,0.000982135,2.45534,-0.0339594,0.222248,0.02,1,0
0.51,0.35,0.000841959,2.1049,-0.0293459,0.277178,0.02,1,0
0.45,0.37,0.000892349,2.23087,-0.0301939,0.117627,0.02,1,0
0.47,0.37,0.000931065,2.32766,-0.0302455,0.165982,0.02,1,0
0.49,0.37,0.000892578,2.23145,-0.0261913,0.217852,0.02,1,0
0.51,0.37,0.000773811,1.93453,-0.0182364,0.26914,0.02,1,0
0.45,0.39,0.000809306,2.02326,-0.0289958,0.117882,0.02,1,0
0.47,0.39,0.000843432,2.10858,-0.0256135,0.16229,0.02,1,0
0.49,0.39,0.000813776,2.03444,-0.0182261,0.21011,0.02,1,0
0.51,0.39,0.000715601,1.789,-0.00708243,0.2579,0.02,1,0
0.93,0.81,-0.00132397,-3.30992,1.24106,0.0533445,0.02,1,0
0.95,0.81,-0.00132037,-3.30092,1.24436,0.044097,0.02,1,0
0.97,0.81,-0.00131498,-3.28746,1.2478,0.0344524,0.02,1,0
0.99,0.81,-0.00130792,-3.26981,1.25135,0.0244306,0.02,1,0
0.93,0.83,-0.00111963,-2.79907,1.29303,0.0503603,0.02,1,0
0.95,0.83,-0.00112071,-2.80177,1.29587,0.0409901,0.02,1,0
0.97,0.83,-0.0011198,-2.79951,1.29878,0.0312517,0.02,1,0
0.99,0.83,-0.00111697,-2.79242,1.30174,0.0211647,0.02,1,0
0.93,0.85,-0.00090378,-2.25945,1.33439,0.0476701,0.02,1,0
0.95,0.85,-0.0009081,-2.27025,1.33701,0.0382587,0.02,1,0
0.97,0.85,-0.000910478,-2.27619,1.33961,0.0285028,0.02,1,0
0.99,0.85,-0.000910935,-2.27734,1.34218,0.0184215,0.02,1,0
0.93,0.87,-0.000696088,-1.74022,1.36515,0.0450898,0.02,1,0
0.95,0.87,-0.000702221,-1.75555,1.36769,0.0357159,0.02,1,0
0.97,0.87,-0.000706619,-1.76655,1.37013,0.0260185,0.02,1,0
0.99,0.87,-0.000709276,-1.77319,1.37248,0.0160153,0.02,1,0
1.01,-0.23,0.00154612,3.86531,-0.397097,-0.126633,0.02,1,0
1.03,-0.23,0.00155575,3.88938,-0.402525,-0.111556,0.02,1,0
1.05,-0.23,0.00156293,3.90734,-0.40702,-0.0967881,0.02,1,0
1.07,-0.23,0.00156784,3.9196,-0.410584,-0.0823639,0.02,1,0
1.01,-0.21,0.00148582,3.71455,-0.45815,-0.120322,0.02,1,0
1.03,-0.21,0.0014965,3.74125,-0.464375,-0.106222,0.02,1,0
1.05,-0.21,0.00150489,3.76224,-0.469585,-0.0924267,0.02,1,0
1.07,-0.21,0.00151118,3.77794,-0.473786,-0.0789677,0.02,1,0
1.01,-0.19,0.00141652,3.54129,-0.516985,-0.113144,0.02,1,0
1.03,-0.19,0.00142851,3.57127,-0.524062,-0.100106,0.02,1,0
1.05,-0.19,0.00143838,3.59596,-0.530044,-0.0873607,0.02,1,0
1.07,-0.19,0.00144631,3.61578,-0.534946,-0.0749382,0.02,1,0
1.01,-0.17,0.00133594,3.33986,-0.573183,-0.105047,0.02,1,0
1.03,-0.17,0.0013493,3.37325,-0.581165,-0.0931492,0.02,1,0
1.05,-0.17,0.00136072,3.40179,-0.587979,-0.0815279,0.02,1,0
1.07,-0.17,0.00137035,3.42588,-0.593647,-0.0702085,0.02,1,0
2.38,0.5,-0.00092491,-0.578069,0.806708,-0.379888,0.04,1,0
2.42,0.5,-0.000749035,-0.468147,0.807454,-0.362363,0.04,1,0
2.46,0.5,-0.000600769,-0.375481,0.808211,-0.344435,0.04,1,0
2.5,0.5,-0.000476527,-0.297829,0.809065,-0.326464,0.04,1,0
2.38,0.54,-0.000662599,-0.414124,0.843958,-0.378782,0.04,1,0
2.42,0.54,-0.000519023,-0.32439,0.841158,-0.36134,0.04,1,0
2.46,0.54,-0.000400054,-0.250033,0.838688,-0.343629,0.04,1,0
2.5,0.54,-0.000302098,-0.188811,0.836627,-0.325965,0.04,1,0
2.38,0.58,-0.000434522,-0.271576,0.874834,-0.374324,0.04,1,0
2.42,0.58,-0.000323082,-0.201926,0.869165,-0.357276,0.04,1,0
2.46,0.58,-0.000232517,-0.145323,0.864109,-0.340073,0.04,1,0
2.5,0.58,-0.000159544,-0.0997152,0.859714,-0.322974,0.04,1,0
2.38,0.62,-0.000247626,-0.154766,0.900015,-0.367182,0.04,1,0
2.42,0.62,-0.00016618,-0.103862,0.892154,-0.350817,0.04,1,0
2.46,0.62,-0.000101619,-0.0635121,0.885134,-0.334362,0.04,1,0
2.5,0.62,-5.10784e-05,-0.031924,0.878972,-0.318038,0.04,1,0
0.61,-0.71,0.00208264,5.20661,0.816337,-0.120606,0.02,1,0
0.63,-0.71,0.00204915,5.12288,0.81258,-0.121909,0.02,1,0
0.65,-0.71,0.00201174,5.02935,0.81036,-0.123116,0.02,1,0
0.67,-0.71,0.00197082,4.92706,0.80967,-0.124119,0.02,1,0
0.61,-0.69,0.00204706,5.11765,0.71096,-0.117059,0.02,1,0
0.63,-0.69,0.00198977,4.97442,0.709508,-0.120052,0.02,1,0
0.65,-0.69,0.00192913,4.82282,0.709895,-0.12294,0.02,1,0
0.67,-0.69,0.00186613,4.66533,0.71208,-0.125586,0.02,1,0
0.61,-0.67,0.00189719,4.74297,0.60837,-0.116244,0.02,1,0
0.63,-0.67,0.00181676,4.54191,0.610399,-0.121241,0.02,1,0
0.65,-0.67,0.00173507,4.33766,0.614546,-0.126084,0.02,1,0
0.67,-0.67,0.00165378,4.13445,0.620699,-0.130586,0.02,1,0
0.61,-0.65,0.00164266,4.10665,0.51371,-0.119321,0.02,1,0
0.63,-0.65,0.00154474,3.86185,0.520294,-0.126598,0.02,1,0
0.65,-0.65,0.00144957,3.62394,0.529177,-0.13359,0.02,1,0
0.67,-0.65,0.00135934,3.39835,0.540143,-0.140052,0.02,1,0
0.53,0.33,0.000672947,1.68237,-0.035517,0.333746,0.02,1,0
0.55,0.33,0.00037462,0.93655,-0.0292677,0.375228,0.02,1,0
0.57,0.33,6.98886e-05,0.174722,-0.0227278,0.404995,0.02,1,0
0.59,0.33,-0.000208994,-0.522485,-0.0170762,0.423602,0.02,1,0
0.53,0.35,0.000624051,1.56013,-0.0215725,0.326479,0.02,1,0
0.55,0.35,0.000358222,0.895555,-0.0120161,0.366931,0.02,1,0
0.57,0.35,7.85858e-05,0.196464,-0.00210916,0.397035,0.02,1,0
0.59,0.35,-0.000185939,-0.464848,0.00699214,0.416916,0.02,1,0
0.53,0.37,0.000585587,1.46397,-0.00723652,0.315959,0.02,1,0
0.55,0.37,0.000350235,0.875589,0.00554346,0.355344,0.02,1,0
0.57,0.37,9.53338e-05,0.238334,0.0187567,0.385689,0.02,1,0
0.59,0.37,-0.000153768,-0.38442,0.031268,0.406764,0.02,1,0
0.53,0.39,0.000555345,1.38836,0.00702304,0.302283,0.02,1,0
0.55,0.39,0.000349298,0.873244,0.0229293,0.340541,0.02,1,0
0.57,0.39,0.000119305,0.298264,0.0393726,0.371012,0.02,1,0
0.59,0.39,-0.000112903,-0.282258,0.055241,0.39318,0.02,1,0
2.38,-0.62,0.000247626,0.154766,0.900015,0.367182,0.04,1,0
2.42,-0.62,0.00016618,0.103862,0.892154,0.350817,0.04,1,0
2.46,-0.62,0.000101619,0.0635121,0.885134,0.334362,0.04,1,0
2.5,-0.62,5.10784e-05,0.031924,0.878972,0.318038,0.04,1,0
2.38,-0.58,0.000434522,0.271576,0.874834,0.374324,0.04,1,0
2.42,-0.58,0.000323082,0.201926,0.869165,0.357276,0.04,1,0
2.46,-0.58,0.000232517,0.145323,0.864109,0.340073,0.04,1,0
2.5,-0.58,0.000159544,0.0997152,0.859714,0.322974,0.04,1,0
2.38,-0.54,0.000662599,0.414124,0.843958,0.378782,0.04,1,0
2.42,-0.54,0.000519023,0.32439,0.841158,0.36134,0.04,1,0
2.46,-0.54,0.000400054,0.250033,0.838688,0.343629,0.04,1,0
2.5,-0.54,0.000302098,0.188811,0.836627,0.325965,0.04,1,0
2.38,-0.5,0.00092491,0.578069,0.806708,0.379888,0.04,1,0
2.42,-0.5,0.000749035,0.468147,0.807454,0.362363,0.04,1,0
2.46,-0.5,0.000600769,0.375481,0.808211,0.344435,0.04,1,0
2.5,-0.5,0.000476527,0.297829,0.809065,0.326464,0.04,1,0
1.01,0.81,-0.00129929,-3.24821,1.25499,0.0140536,0.02,1,0
1.03,0.81,-0.00128916,-3.22291,1.25868,0.00334541,0.02,1,0
1.05,0.81,-0.00127763,-3.19408,1.26239,-0.00766849,0.02,1,0
1.07,0.81,-0.00126476,-3.16189,1.26608,-0.0189611,0.02,1,0
1.01,0.83,-0.00111227,-2.78067,1.30471,0.0107507,0.02,1,0
1.03,0.83,-0.00110577,-2.76443,1.30768,3.33052e-05,0.02,1,0
1.05,0.83,-0.00109755,-2.74388,1.31062,-0.0109629,0.02,1,0
1.07,0.83,-0.00108766,-2.71916,1.3135,-0.0222118,0.02,1,0
1.01,0.85,-0.000909506,-2.27376,1.3447,0.00803648,0.02,1,0
1.03,0.85,-0.000906228,-2.26557,1.34714,-0.00262913,0.02,1,0
1.05,0.85,-0.000901147,-2.25287,1.34949,-0.0135508,0.02,1,0
1.07,0.85,-0.000894315,-2.23579,1.35172,-0.0247032,0.02,1,0
1.01,0.87,-0.000710198,-1.77549,1.3747,0.0057276,0.02,1,0
1.03,0.87,-0.0007094,-1.7735,1.37678,-0.00482081,0.02,1,0
1.05,0.87,-0.000706906,-1.76727,1.37871,-0.0156056,0.02,1,0
1.07,0.87,-0.000702751,-1.75688,1.38046,-0.0266031,0.02,1,0
1.09,-0.23,0.00157065,3.92662,-0.413224,-0.0683176,0.02,1,0
1.11,-0.23,0.00157152,3.92881,-0.414949,-0.0546809,0.02,1,0
1.13,-0.23,0.00157064,3.92661,-0.415773,-0.0414836,0.02,1,0
1.15,-0.23,0.00156818,3.92045,-0.415715,-0.0287528,0.02,1,0
1.09,-0.21,0.00151553,3.78882,-0.476994,-0.0658754,0.02,1,0
1.11,-0.21,0.00151811,3.79528,-0.479223,-0.0531775,0.02,1,0
1.13,-0.21,0.00151911,3.79776,-0.480494,-0.0408999,0.02,1,0
1.15,-0.21,0.00151868,3.7967,-0.480831,-0.0290655,0.02,1,0
1.09,-0.19,0.00145246,3.63115,-0.538788,-0.0628644,0.02,1,0
1.11,-0.19,0.00145699,3.64249,-0.541592,-0.0511637,0.02,1,0
1.13,-0.19,0.00146008,3.65019,-0.543385,-0.039858,0.02,1,0
1.15,-0.19,0.00146186,3.65465,-0.544196,-0.0289668,0.02,1,0
1.09,-0.17,0.00137836,3.44589,-0.598192,-0.0592139,0.02,1,0
1.11,-0.17,0.00138488,3.46219,-0.601644,-0.0485652,0.02,1,0
1.13,-0.17,0.00139006,3.47515,-0.604033,-0.0382809,0.02,1,0
1.15,-0.17,0.00139404,3.48511,-0.605395,-0.0283771,0.02,1,0
1.49,0.49,-0.00129207,-3.23016,0.514721,-0.201765,0.02,1,0
1.51,0.49,-0.00128895,-3.22239,0.518822,-0.210455,0.02,1,0
1.53,0.49,-0.00128816,-3.22039,0.523447,-0.219147,0.02,1,0
1.55,0.49,-0.00128946,-3.22365,0.528616,-0.227911,0.02,1,0
1.49,0.51,-0.00127235,-3.18089,0.56987,-0.205574,0.02,1,0
1.51,0.51,-0.00127363,-3.18407,0.573946,-0.214795,0.02,1,0
1.53,0.51,-0.00127679,-3.19197,0.578582,-0.22404,0.02,1,0
1.55,0.51,-0.00128157,-3.20392,0.583792,-0.233371,0.02,1,0
1.49,0.53,-0.00125956,-3.1489,0.623669,-0.209438,0.02,1,0
1.51,0.53,-0.00126506,-3.16265,0.627912,-0.219221,0.02,1,0
1.53,0.53,-0.00127187,-3.17968,0.632733,-0.229044,0.02,1,0
1.55,0.53,-0.00127967,-3.19918,0.638141,-0.238961,0.02,1,0
1.49,0.55,-0.00125566,-3.13914,0.676488,-0.213553,0.02,1,0
1.51,0.55,-0.00126468,-3.1617,0.681074,-0.22391,0.02,1,0
1.53,0.55,-0.0012743,-3.18575,0.686234,-0.234315,0.02,1,0
1.55,0.55,-0.00128415,-3.21038,0.691968,-0.244812,0.02,1,0
-0.02,-0.14,0,0,5.65851e-05,-3.52883e-05,0.04,0,1
0.02,-0.14,0,0,4.73483e-05,-3.15657e-05,0.04,0,1
0.06,-0.14,0,0,3.924e-05,-2.81353e-05,0.04,0,1
0.1,-0.14,0,0,3.21887e-05,-2.50893e-05,0.04,0,1
-0.02,-0.1,0,0,5.98454e-05,-2.53694e-05,0.04,0,1
0.02,-0.1,0,0,5.03873e-05,-2.27694e-05,0.04,0,1
0.06,-0.1,0,0,4.19817e-05,-2.03913e-05,0.04,0,1
0.1,-0.1,0,0,3.45412e-05,-1.83087e-05,0.04,0,1
-0.02,-0.06,0,0,6.19836e-05,-1.52912e-05,0.04,0,1
0.02,-0.06,0,0,5.23704e-05,-1.37529e-05,0.04,0,1
0.06,-0.06,0,0,4.37545e-05,-1.2355e-05,0.04,0,1
0.1,-0.06,0,0,3.60356e-05,-1.11449e-05,0.04,0,1
-0.02,-0.02,0,0,6.30476e-05,-5.1136e-06,0.04,0,1
0.02,-0.02,0,0,5.33519e-05,-4.59713e-06,0.04,0,1
0.06,-0.02,0,0,4.46247e-05,-4.13292e-06,0.04,0,1
0.1,-0.02,0,0,3.67587e-05,-3.73583e-06,0.04,0,1
1.57,-0.55,0.00129383,3.23457,0.698264,0.255433,0.02,1,0
1.59,-0.55,0.00130291,3.25726,0.705099,0.2662,0.02,1,0
1.61,-0.55,0.00131093,3.27733,0.712439,0.277127,0.02,1,0
1.63,-0.55,0.00131745,3.29363,0.720239,0.288211,0.02,1,0
1.57,-0.53,0.00128808,3.2202,0.644133,0.249013,0.02,1,0
1.59,-0.53,0.00129668,3.24169,0.650697,0.259235,0.02,1,0
1.61,-0.53,0.00130501,3.26253,0.65781,0.269649,0.02,1,0
1.63,-0.53,0.00131262,3.28154,0.665439,0.280265,0.02,1,0
1.57,-0.51,0.00128764,3.21909,0.589583,0.242841,0.02,1,0
1.59,-0.51,0.0012946,3.23649,0.595952,0.252494,0.02,1,0
1.61,-0.51,0.00130203,3.25506,0.602886,0.262361,0.02,1,0
1.63,-0.51,0.00130945,3.27363,0.610363,0.272462,0.02,1,0
1.57,-0.49,0.00129259,3.23147,0.534341,0.236809,0.02,1,0
1.59,-0.49,0.00129719,3.24298,0.540628,0.245893,0.02,1,0
1.61,-0.49,0.00130288,3.25719,0.547472,0.255204,0.02,1,0
1.63,-0.49,0.0013092,3.27301,0.554861,0.264772,0.02,1,0
1.41,0.49,-0.00132914,-3.32284,0.502932,-0.165458,0.02,1,0
1.43,0.49,-0.00131623,-3.29056,0.505265,-0.174929,0.02,1,0
1.45,0.49,-0.00130569,-3.26421,0.50798,-0.184083,0.02,1,0
1.47,0.49,-0.00129762,-3.24406,0.511118,-0.193001,0.02,1,0
1.41,0.51,-0.00128912,-3.22279,0.558569,-0.167499,0.02,1,0
1.43,0.51,-0.00128155,-3.20387,0.560722,-0.177346,0.02,1,0
1.45,0.51,-0.00127622,-3.19056,0.563294,-0.186923,0.02,1,0
1.47,0.51,-0.00127318,-3.18294,0.56633,-0.196307,0.02,1,0
1.41,0.53,-0.00125501,-3.13753,0.611983,-0.169454,0.02,1,0
1.43,0.53,-0.00125327,-3.13318,0.614184,-0.179712,0.02,1,0
1.45,0.53,-0.0012535,-3.13375,0.616837,-0.18975,0.02,1,0
1.47,0.53,-0.00125564,-3.1391,0.619987,-0.199636,0.02,1,0
1.41,0.55,-0.00123101,-3.07753,0.663542,-0.171562,0.02,1,0
1.43,0.55,-0.00123505,-3.08763,0.66603,-0.182261,0.02,1,0
1.45,0.55,-0.00124061,-3.10152,0.668992,-0.192786,0.02,1,0
1.47,0.55,-0.00124755,-3.11886,0.672468,-0.203197,0.02,1,0
-0.03,-0.55,0.00436439,10.911,0.382688,-0.0891479,0.02,1,0
-0.01,-0.55,0.00404652,10.1163,0.339306,-0.0707604,0.02,1,0
0.01,-0.55,0.00372502,9.31254,0.302445,-0.0561952,0.02,1,0
0.03,-0.55,0.00341384,8.5346,0.271368,-0.0448036,0.02,1,0
-0.03,-0.53,0.00361316,9.03291,0.201675,-0.0480734,0.02,1,9.64513e-05
-0.01,-0.53,0.00321108,8.02769,0.171677,-0.0367724,0.02,1,0.000122316
0.01,-0.53,0.00285281,7.13202,0.148421,-0.0283929,0.02,1,0.000122316
0.03,-0.53,0.00254046,6.35115,0.130514,-0.0221906,0.02,1,9.64513e-05
-0.03,-0.51,0.00207823,5.19558,0.0549882,-0.0174994,0.02,1,0.00322192
-0.01,-0.51,0.00174334,4.35834,0.042802,-0.013279,0.02,1,0.00351587
0.01,-0.51,0.00148483,3.71208,0.0349862,-0.0105323,0.02,1,0.00351587
0.03,-0.51,0.0012877,3.21924,0.0301397,-0.00871095,0.02,1,0.00322192
-0.03,-0.49,0.000514806,1.28702,0.00211565,-0.00349695,0.02,1,0.0254036
-0.01,-0.49,0.000372846,0.932114,0.000895695,-0.00283893,0.02,1,0.0277474
0.01,-0.49,0.000285634,0.714084,0.000258215,-0.0025055,0.02,1,0.0277474
0.03,-0.49,0.000235088,0.587721,-9.88062e-05,-0.00237871,0.02,1,0.0254036
3.88,3.28,0,0,1.00669,-0.040934,0.16,0,0
4.04,3.28,0,0,1.00424,-0.0394312,0.16,0,0
4.2,3.28,0,0,1.00206,-0.0378402,0.16,0,0
4.36,3.28,0,0,1.00014,-0.0361962,0.16,0,0
3.88,3.44,0,0,1.008,-0.0383988,0.16,0,0
4.04,3.44,0,0,1.00566,-0.0371615,0.16,0,0
4.2,3.44,0,0,1.00355,-0.0358247,0.16,0,0
4.36,3.44,0,0,1.00168,-0.0344207,0.16,0,0
3.88,3.6,0,0,1.00906,-0.0359988,0.16,0,0
4.04,3.6,0,0,1.00683,-0.0349904,0.16,0,0
4.2,3.6,0,0,1.00482,-0.033876,0.16,0,0
4.36,3.6,0,0,1.00301,-0.0326843,0.16,0,0
3.88,3.76,0,0,1.0099,-0.0337365,0.16,0,0
4.04,3.76,0,0,1.0078,-0.0329248,0.16,0,0
4.2,3.76,0,0,1.00588,-0.032004,0.16,0,0
4.36,3.76,0,0,1.00413,-0.0309996,0.16,0,0
-0.11,0.49,-0.00216789,-5.41972,0.0371153,0.0188919,0.02,1,0.00802365
-0.09,0.49,-0.00153396,-3.83489,0.0190061,0.0111189,0.02,1,0.0119601
-0.07,0.49,-0.00106455,-2.66136,0.00940836,0.00694849,0.02,1,0.0165931
-0.05,0.49,-0.000735491,-1.83873,0.00454649,0.00471739,0.02,1,0.0213285
